number_of_rooms,floor,floors,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,distnce_metro,type_of_accommodation0,type_of_accommodation1,type_of_house0,type_of_house1,type_of_house2,type_of_house3,type_of_house4,type_of_house5,type_of_house6,type_of_house7,repair0,repair1,repair2,repair3,repair4,repair5,district0,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13
3,4,18,0,1,0,0,0,0,0,33100000,71.0,48.0,10.0,2016,"Москва, ЦАО, р-н Пресненский, 2-я Звенигородская ул., 11",0.7146522338382695,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,12,12,0,1,1,0,0,0,1,10300000,52.1,30.0,8.0,1981,"Москва, СЗАО, р-н Строгино, Таллинская ул., 16К1",0.6068543545838362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,31,40,0,1,0,0,0,1,0,19990000,61.0,20.0,12.0,2010,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 111к1",1.7404275031338814,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,2,18,0,1,1,1,1,0,0,6840060,58.2,36.0,10.0,2019,"Москва, ЗАО, р-н Солнцево, Производственная ул.",7.567191580476513,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,22,1,0,1,1,0,1,0,4515300,34.6,17.3,10.2,2020,"Москва, ЮВАО, р-н Текстильщики, 1-й Грайвороновский проезд",1.4532056293883306,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,6,1,0,1,0,0,0,0,14000000,38.0,18.0,10.0,1896,"Москва, ЦАО, р-н Тверской, Старопименовский пер., 14",0.4386282235878055,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,7,31,2,0,1,1,1,0,0,24900000,100.0,83.0,16.0,2009,"Москва, ЗАО, р-н Кунцево, Ярцевская ул., 27к1",0.07352854381077055,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,18,2,1,1,1,0,1,1,61990000,152.4,64.9,19.0,2007,"Москва, ЗАО, р-н Дорогомилово, Дохтуровский пер., 6",0.5041445974243423,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,19,0,2,1,1,1,0,0,75000000,139.0,81.0,20.0,2010,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к1",0.14209823321452816,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,17,2,0,1,1,0,1,0,50000000,150.0,106.0,17.0,2003,"Москва, ЮЗАО, р-н Черемушки, Новочеремушкинская ул., 63к2",1.1655719494444523,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,17,23,1,0,0,0,0,0,1,21800000,57.0,34.0,9.0,2010,"Москва, ЗАО, р-н Кунцево, ул. Екатерины Будановой, 5",1.4140569149349629,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,17,1,1,1,1,0,1,0,55867679,93.0,52.0,12.0,2008,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 29к3",2.063882963759758,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,32,0,2,1,1,0,0,0,22490000,101.0,60.0,20.0,2008,"Москва, САО, р-н Аэропорт, Кочновский проезд, 4к2",1.3801459043407212,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,9,0,0,0,0,0,0,1,8700000,59.0,40.0,6.0,1975,"Москва, ЮАО, р-н Орехово-Борисово Северное, ул. Маршала Захарова, 27",0.6583128251933547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,13,16,0,1,1,1,1,0,0,4862000,57.2,28.7,10.6,2019,"Москва, НАО (Новомосковский), Воскресенское поселение, проезд Чечерский",1.4392533208927345,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,17,20,0,2,1,1,1,0,0,28101500,129.5,66.8,18.3,2013,"Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 83К2",1.3051339944471636,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,8,14,1,0,1,1,1,1,0,8790000,38.5,19.7,9.8,1973,"Москва, ЦАО, р-н Таганский, Большой Рогожский пер., 10К3",0.991937170213586,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,2,25,0,1,1,1,0,1,1,6714940,56.84,31.6,9.6,2018,"Москва, СЗАО, р-н Митино, Мир Митино жилой комплекс",1.87158778364142,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19,39,1,1,1,1,0,1,0,13833500,111.0,50.0,22.0,2019,"Москва, ВАО, р-н Гольяново, Амурская ул.",2.2031268583114043,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,17,17,0,1,1,1,1,0,0,5250000,42.3,20.0,8.5,2007,"Москва, ВАО, р-н Косино-Ухтомский, Лухмановская ул., 15к4",3.4527264339123933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,31,43,3,0,1,0,0,1,0,114274799,186.0,140.0,25.0,2006,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 70к1",2.6177175611375576,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,21,1,0,1,0,1,1,0,7330680,46.29,17.2,13.6,2019,"Москва, ЮВАО, р-н Лефортово, Душинская ул., 16",1.205081513089405,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,8,16,1,0,1,1,1,1,0,55939000,96.0,61.0,8.0,2006,"Москва, ЗАО, р-н Раменки, Мичуринский просп., 7К1",2.0863965847294588,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,14,1,0,1,0,0,1,1,38091600,65.0,40.0,9.0,1955,"Москва, ЗАО, р-н Дорогомилово, Большая Дорогомиловская ул., 4",0.5762342580871042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,24,1,1,1,1,1,1,0,9929400,87.1,47.2,12.3,2013,"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",4.204969201845493,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,15,15,3,0,1,1,0,0,1,29000000,180.0,118.4,12.0,2004,"Москва, ЗАО, р-н Очаково-Матвеевское, Веерная ул., 30К6",2.1603369042320257,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,25,30,1,1,1,1,1,1,0,35900000,104.0,61.4,17.0,2006,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13А",0.1820978542171081,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,11,16,0,1,1,1,1,0,0,13000000,64.5,46.6,8.0,1980,"Москва, ЗАО, р-н Фили-Давыдково, Кастанаевская ул., 62",0.7273514729795582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,7,2,0,0,0,0,1,1,63500000,100.0,48.0,16.9,2016,"Москва, ЦАО, р-н Замоскворечье, Садовническая ул., 57С1",1.0022571689856483,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,6,9,0,1,0,0,0,0,1,23490000,77.0,52.0,9.0,1957,"Москва, ЮЗАО, р-н Гагаринский, Университетский просп., 6К1",1.4892020568416364,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,3,5,1,1,0,0,0,0,0,29000000,60.0,41.0,8.0,1917,"Москва, ЦАО, р-н Пресненский, Большой Козихинский пер., 31С2",0.5487150231838839,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,9,16,0,1,1,1,0,0,1,8500000,42.1,19.7,9.0,2006,"Москва, ЗАО, р-н Фили-Давыдково, ул. Олеко Дундича, 34",0.6085216158720008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,21,40,1,1,0,0,1,0,0,22200000,99.0,55.0,15.0,2012,"Москва, ЮЗАО, р-н Обручевский, Профсоюзная ул., 64к2",0.7714912221097704,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,4,4,0,1,0,0,0,0,0,11500000,55.0,33.7,8.4,1958,"Москва, ЦАО, р-н Пресненский, ул. Трехгорный Вал, 4К2",0.6980358699279036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,12,20,2,0,1,1,1,1,0,14778244,81.19,41.0,15.0,2018,"Москва, ЮАО, р-н Даниловский, Зиларт жилой комплекс, 8",1.7513466000955518,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,6,8,1,0,0,0,0,0,1,24890000,79.5,42.5,11.3,1960,"Москва, ЮАО, р-н Донской, ул. Шаболовка, 30/12",0.07619549311766373,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,7,17,0,1,1,1,1,1,0,38000000,90.0,62.0,20.0,1997,"Москва, ЦАО, р-н Тверской, Лесная ул., 6к1",0.5271589308517955,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,11,23,0,1,1,1,1,1,0,15293330,118.4,69.4,19.8,2017,"Москва, ЮЗАО, р-н Южное Бутово, Старокрымская ул., 15к1",1.112706039133274,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,10,13,3,0,0,0,0,1,0,189000000,351.0,190.0,10.0,2014,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12",0.528172477585726,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,4,1,0,0,0,1,0,0,16300000,48.0,19.0,16.0,2004,"Москва, САО, р-н Хорошевский, Ходынский бул., 11",1.0424405021063905,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,17,1,1,1,1,1,1,0,7813100,58.5,25.0,16.7,2019,"Москва, ЮЗАО, р-н Северное Бутово, Феодосийская ул.",0.6536809327984408,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,2,23,1,0,1,1,1,0,0,7281146,56.0,24.8,14.2,2019,"Москва, ЮВАО, р-н Рязанский, Кварталы 21/19 жилой комплекс",2.059352105321666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,18,20,0,2,1,1,1,0,0,26950000,122.5,60.2,16.3,2013,"Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 83К2",1.3051339944471636,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,4,4,0,2,1,1,1,0,0,60000000,150.0,70.0,17.0,2004,"Москва, САО, р-н Хорошевский, Ходынский бул., 15",1.0737344378319518,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,15,0,1,1,0,1,0,0,10500000,39.0,20.0,9.0,1974,"Москва, СВАО, р-н Марьина роща, Октябрьская ул., 1",0.4103865658021757,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,25,0,1,0,0,1,0,0,6630400,65.4,33.7,13.8,2016,"Москва, ЮВАО, р-н Некрасовка, Рождественская ул., 33",6.824107037084605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,14,1,1,1,1,0,0,0,28819500,61.8,22.0,22.8,2020,"Москва, ЦАО, р-н Хамовники, Садовые Кварталы жилой комплекс",0.7144823359320757,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,6,10,0,0,1,1,1,1,0,36000000,99.0,56.0,13.0,2016,"Москва, ЦАО, р-н Таганский, Наставнический пер., 3",0.6744359743926294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,3,25,0,2,1,1,1,0,0,14000000,136.0,70.0,21.0,2010,"Москва, НАО (Новомосковский), Московский, мкр. Град Московский, ул. Радужная, 14к4",10.696667280974767,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2,7,1,1,1,0,0,0,0,70000000,114.0,68.7,18.0,1911,"Москва, ЦАО, р-н Пресненский, Богословский пер., 3",0.5055862337394648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,3,9,3,0,1,1,0,1,1,100307879,168.0,105.0,30.0,2013,"Москва, ЦАО, р-н Пресненский, ул. Климашкина, 17С2",0.6278276790741586,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,4,22,1,1,1,0,1,1,0,12842550,56.7,32.0,10.6,2017,"Москва, ЮЗАО, р-н Зюзино, Внутренний проезд, 8",0.4198924386995973,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,5,10,0,2,1,1,1,0,0,43990000,100.0,70.0,20.0,1937,"Москва, ЦАО, р-н Таганский, Подколокольный пер., 16/2С1",1.1796310518666755,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,7,20,2,0,1,1,1,1,0,11191866,60.58,28.0,12.0,2018,"Москва, ЮАО, р-н Даниловский, Зиларт жилой комплекс, 8",1.7513466000955518,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,12,22,1,1,1,1,1,1,0,15800000,79.4,46.0,11.6,2010,"Москва, ВАО, р-н Гольяново, Щелковское ш., 61",0.4535099400468761,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,9,0,1,1,0,0,1,0,8900000,62.0,37.0,9.0,1961,"Москва, ЦАО, р-н Басманный, Гольяновский проезд, 4АС1",0.6673704836685972,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,7,1,0,1,1,1,0,0,6900000,46.3,17.1,8.8,2018,"Москва, ЮЗАО, р-н Обручевский, Ландыши жилой комплекс",1.9689467649678687,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,16,24,0,1,0,0,0,0,1,8600000,66.95,32.7,10.0,2018,"Москва, НАО (Новомосковский), Московский поселение, Татьянин Парк жилой комплекс, к8В",4.149173608403983,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10,17,1,0,0,0,1,0,0,11350000,76.0,51.0,7.0,1999,"Москва, САО, р-н Ховрино, Клинская ул., 4К3",2.5402134986124016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,21,25,0,2,1,1,0,0,1,9990000,65.9,34.0,10.0,2010,"Москва, ЗАО, р-н Ново-Переделкино, Лукинская ул., 10",11.110013892786236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,28,43,2,0,1,1,0,0,0,63485999,127.7,81.0,16.0,2004,"Москва, ЗАО, р-н Фили-Давыдково, Давыдковская ул., 3",0.8198485106731115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,6,0,0,1,1,0,1,0,54690000,80.97,27.5,29.3,2019,"Москва, ЦАО, р-н Замоскворечье, ул. Малая Ордынка",0.555244475101463,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,5,23,1,1,1,1,1,1,1,28508500,154.1,81.6,19.7,2014,"Москва, ЮЗАО, р-н Ясенево, Новоясеневский просп., 9",0.3370787618800204,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,21,23,0,1,1,1,1,1,0,19051800,84.3,37.6,14.2,2012,"Москва, ЮЗАО, р-н Черемушки, Херсонская ул., 43",1.3118179768831428,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,3,8,2,1,0,0,1,1,0,151682880,166.4,116.0,25.0,2009,"Москва, ЦАО, р-н Хамовники, пер. Хилков, 1",0.5992216478200619,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,2,25,1,0,1,1,0,1,1,5889270,54.03,30.1,9.2,2018,"Москва, НАО (Новомосковский), Родниковая ул.",6.412828494580366,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,17,1,0,1,1,1,0,0,11800000,50.7,38.0,12.0,1974,"Москва, ЦАО, р-н Мещанский, 2-й Крестовский пер., 4",0.18176558513406452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,3,12,2,0,1,1,0,1,0,43000000,105.0,70.0,14.0,2001,"Москва, ЦАО, р-н Тверской, Долгоруковская ул., 6",0.40665990983451616,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
